,Unnamed: 0,Name,Genre,Category,Release_Date,Price (in $),Owners,Followers,Developers,Publishers
4729,5363,Paranormal files: ghost chapter collector's edition,"Adventure, Casual"," Single-player, Family Sharing",2021-07-16,13.99,"0 - 20,000",57,Elephant Games,Big Fish Games
4730,5364,Valkyrie: journey to midgard,"Fr, RPG"," Single-player, Partial Controller Support, Steam Cloud, Family Sharing",2021-08-28,2.99,"200,000 - 500,000",82,Succubella Games,Angel And Demons
4731,5365,Blade and ham,"Action, Early Access"," Single-player, Partial Controller Support, Family Sharing",2021-10-14,9.99,"0 - 20,000",143,DeanForge,DeanForge
4732,5366,Neden?,"Casual, Indie"," Single-player, Family Sharing",2021-11-22,0.99,"0 - 20,000",34,Umut Ay(00iblis00),İblisGames
4733,5367,Disc ninja,"Simulation, Sports"," Single-player, Multi-player, PvP, Online PvP, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",2021-12-20,9.99,"0 - 20,000",137,Immersion, Immersion
4734,5368,Fate of the storm gods,"Indie, RPG"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-01-28,6.99,"0 - 20,000",108,Choice of Games,Choice of Games
4735,5369,Zaacar,"Sports, Early Access"," Single-player, Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing",2021-05-22,11.99,"0 - 20,000",190,Axoora,Axoora
4736,5370,Taekwondo demonstration team simulator,"Simulation, Strategy"," Single-player, Tracked Controller Support, VR Supported, Family Sharing",2021-01-18,9.99,"0 - 20,000",66,Studio Odin inc.,Studio Odin inc.
4737,5371,Conquest: medieval kingdoms,"Simulation, Strategy"," Single-player, Family Sharing",2021-05-14,4.99,"0 - 20,000",366,Aserisoft,Aserisoft
4738,5372,Zenfarm,"Indie, Simulation"," Single-player, Family Sharing",2021-02-18,1.99,"0 - 20,000",48,indiegames3000,indiegames3000
4739,5373,Kosmonavtes: escape reality,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-02-19,2.99,"20,000 - 50,000",49,LKMAD,LKMAD
4740,5374,Black cat,"Adventure, Indie"," Single-player, Family Sharing",2021-02-24,2.99,"0 - 20,000",46,One Face Studio,One Face Studio
4741,5375,Pretty girls panic! plus,"Fr, Casual"," Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",2021-03-09,4.99,"0 - 20,000",211,Zoo Corporation,Zoo Corporation
4742,5376,Last kids on earth and the staff of doom,"Action, RPG"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing",2021-06-04,29.99,"0 - 20,000",399,Stage Clear Studios,Outright Games Ltd.
4743,5377,Box pusher,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-07-14,0.49,"0 - 20,000",31,Ruskija Game Experience,Tero Lunkka
4744,5378,Magic adventures,"Casual, Indie"," Single-player, Family Sharing",2021-07-16,1.09,"0 - 20,000",42,Phoenixxx Games,Phoenixxx Games 
4745,5379,Hide seek survive,"Fr, Action"," Single-player, Full controller support, Captions available, Family Sharing",2021-09-17,0.99,"0 - 20,000",70,CampinCarlStudios,CampinCarlStudios
4746,5380,Bigger bikes,"RPG, Simulation"," Single-player, Steam Achievements, Family Sharing",2021-10-22,0.99,"0 - 20,000",46,Boom Games,Boom Games
4747,5381,Madness beverage,"Action, Adventure"," Single-player, Family Sharing",2021-11-30,14.99,"0 - 20,000",112,Console Labs S.A.,Console Labs S.A.
4748,5382,A fishy rpg,"RPG, Early Access"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-11-05,0.99,"0 - 20,000",43,LGV,LGV
4749,5383,Playground vr,"Simulation, Early Access"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",2021-02-26,9.99,"0 - 20,000",918,Blacer Studio,Source Byte Sp. z o.o.
4750,5384,Alive cursor,"Utilities, Game Development"," Single-player, Steam Workshop, Steam Cloud",2021-05-06,3.99,"0 - 20,000",93,Threeyes,Threeyes
4751,5385,Goddess detective,"Fr, Simulation"," Single-player, Steam Achievements, Family Sharing",2021-07-20,0.99,"20,000 - 50,000",124,7miao game,7miao game
4752,5386,Frog ball rerolled,"Indie, Racing"," Single-player, Partial Controller Support, Family Sharing",2021-11-09,0.99,"0 - 20,000",24,Larsonsoft,Pix Arts
4753,5387,Evening ecchi,"Indie, RPG"," Single-player, Steam Achievements, Family Sharing",2021-12-15,1.99,"0 - 20,000",141,玫瑰工作室,Rosa Special Studio
4754,5388,Ground zero texas - nuclear edition,"Fr, Action"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-03-23,14.99,"0 - 20,000",206,Screaming Villains,Screaming Villains
4755,5389,Jin conception,"RPG, Strategy"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-05-12,14.99,"0 - 20,000",390,Jin Wave Studio LLC,Jin Wave Studio LLC
4756,5390,Into the eternal,"RPG, Early Access"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-04-15,19.99,"0 - 20,000",347,Zero Infinite Games,Zero Infinite Games
4757,5391,Breath of spirits,"Casual, Indie"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Tracked Controller Support, VR Only, Stats, Family Sharing",2021-06-20,14.99,"20,000 - 50,000",170,gz.inc,gz.inc
4758,5392,408 - the forbidden room,"Indie, Simulation"," Single-player, Family Sharing",2021-07-23,2.99,"0 - 20,000",94,Samuka Gomes,Samuka Gomes
4759,5393,Milena's manor house,"Fr, RPG"," Single-player, Family Sharing",2021-08-22,5.99,"0 - 20,000",425,風間道場,Muso Project
4760,5394,Dangerous planet,"Fr, Indie"," Single-player, Steam Achievements, Family Sharing",2021-06-11,0.49,"0 - 20,000",26,HotFoodGames,ㅤkovalevviktor
4761,5395,Dungeon avenger,"Indie, RPG"," Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing",2021-12-14,9.99,"0 - 20,000",30,Neural Netting,Neural Netting
4762,5396,Fear corporation,"Adventure, Indie"," Single-player, Family Sharing",2021-08-19,9.99,"0 - 20,000",131,PimpGameStudio,PimpGameStudio
4763,5398,Saligia,"Indie, Simulation"," Single-player, Full controller support, Family Sharing",2021-08-05,5.99,"0 - 20,000",71,ENKA GAMES,ENKA GAMES
4764,5399,Detective vr: nft secret files,"Fr, Adventure"," Single-player, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",2021-08-19,19.99,"0 - 20,000",206,MightyPlus,MightyPlus
4765,5400,Floating girl,"Indie, RPG"," Single-player, Family Sharing",2021-05-14,0.99,"0 - 20,000",231,GOOD GAME,GOOD GAME
4766,5401,Starsation,"Simulation, Strategy"," Single-player, Family Sharing",2021-05-25,0.99,"0 - 20,000",40,FactKys Studios,Piece Of Voxel
4767,5402,Cubepuzzle,"Casual, Indie", Single-player,2021-07-25,0.49,"100,000 - 200,000",34,RRTS,kazakovstudios
4768,5403,Lightout,"Fr, Indie"," Single-player, Steam Achievements, Family Sharing",2021-10-07,2.99,"20,000 - 50,000",58,T.H.L Games,T.H.L Games
4769,5404,Close combat: modern tactics,"Fr, Strategy"," Single-player, Multi-player, PvP, Online PvP, Steam Cloud, Family Sharing",2021-04-15,29.99,"0 - 20,000",480,Strategy 3 Tactics,Slitherine Ltd.
4770,5405,The dawn: sniper's way,"Massively Multiplayer, Early Access"," Single-player, Multi-player, PvP, LAN PvP, Steam Cloud, Family Sharing",2021-11-30,17.99,"0 - 20,000",360,PHOSPHORUS GAMES,PHOSPHORUS GAMES
4771,5406,The forgotten,"Indie, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-03-04,4.99,"0 - 20,000",256,Ragdoll Inc,Ragdoll Inc
4772,5407,Thalassophobia,"Action, RPG"," Single-player, Family Sharing",2021-07-24,6.99,"0 - 20,000",142,Thuleanpanteon,Panzershark
4773,5408,Cube island,"RPG, Simulation"," Single-player, Family Sharing",2021-08-06,0.99,"0 - 20,000",149,Boom Team,Boom Team
4774,5409,Faun air -フォーンアイル-,"Fr, RPG"," Single-player, Family Sharing",2021-01-18,4.99,"50,000 - 100,000",53,11PLANNING,11PLANNING
4775,5410,Blue flame,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Remote Play on TV, Family Sharing",2021-01-29,4.99,"0 - 20,000",74,"""Foxs Sake Studio""","""Foxs Sake Studio"""
4776,5411,Blurple food wars,"Indie, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",,4.99,"0 - 20,000",24,Patrick Milholland,Patrick Milholland
4777,5412,Unicorns on unicycles,"Casual, Indie"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Stats, Remote Play Together, Family Sharing",2021-09-28,12.99,"0 - 20,000",124,Weyrdworks,Rogue Games
4778,5413,Survival rpg 3: lost in time,"Indie, RPG"," Single-player, Family Sharing",2021-02-19,6.99,"20,000 - 50,000",91,Bew Games,Bew Games
4779,5414,Psweet,"RPG, Simulation"," Single-player, Family Sharing",2021-03-23,7.99,"50,000 - 100,000",66,Future Proof,Future Proof
4780,5415,Zenith into maronarium,"Action, Adventure"," Single-player, Family Sharing",2021-03-19,1.99,"0 - 20,000",47,derevotyan,derevotyan
4781,5416,The unbreakable chain,"Fr, Simulation"," Single-player, Family Sharing",2021-02-01,5.0,"0 - 20,000",23,GHXYK2,Wainstop James
4782,5417,Lumpy,"Casual, Indie"," Single-player, Family Sharing",2021-02-04,0.99,"0 - 20,000",24,Divine Gardener Studios,Divine Gardener Studios
4783,5418,Red galaxy,"Action, Indie"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-02-16,0.99,"20,000 - 50,000",22,CSZgames,CSZgames
4784,5419,Orbatron,"Fr, Action"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing",2021-03-01,14.99,"0 - 20,000",40,Tobias Miller,Tobias Miller
4785,5420,Nova odessa - the strange tower,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-02-27,2.99,"0 - 20,000",53,Leonardo Alexandrino,Leonardo Alexandrino
4786,5421,Allan,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-03-24,4.99,"20,000 - 50,000",19,Hanged Bunny Studio,Pentacle Technologie
4787,5422,Bananarun,"Indie, Strategy"," Single-player, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",2021-08-05,4.99,"0 - 20,000",27,Emil Leijon,Emil Leijon
4788,5423,Tobari 2: nightmare,"Casual, Indie"," Single-player, Family Sharing",2021-07-09,6.99,"0 - 20,000",193,desunoya,Sekai Project
4789,5424,Darkcoating,"Casual, Indie"," Single-player, Family Sharing",2021-08-10,2.99,"0 - 20,000",13,SuchWare Games,SuchWare Games
4790,5426,Sentry:obelisk of dawn,"Massively Multiplayer, Strategy"," Multi-player, PvP, Online PvP, Tracked Controller Support, VR Only, Family Sharing",2021-06-22,19.99,"0 - 20,000",76,"Guangzhou NineD Digital Technology Co.,Ltd","Guangzhou NineD Digital Technology Co.,Ltd"
4791,5427,Starlight x-2: space sudoku,"Indie, Strategy"," Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",2021-04-15,6.99,"0 - 20,000",31,Frozax Games,Frozax Games
4792,5428,Another derby!,"Fr, Sports"," Single-player, Steam Achievements",2021-05-08,0.99,"0 - 20,000",16,Studio Pakira,Studio Pakira
4793,5429,Stalakminer,"Strategy, Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",2021-10-07,9.99,"50,000 - 100,000",54,Heats Inc,Heats Inc
4794,5430,Rosemary's fate life worth living,"Fr, Adventure"," Single-player, Partial Controller Support, Family Sharing",2021-06-16,4.99,"0 - 20,000",103,The Midworld,Game The Same
4795,5431,Believe,"Casual, Indie"," Single-player, Family Sharing",2021-08-31,4.99,"0 - 20,000",58,Sleeping Forest Interactive,Sleeping Forest Interactive
4796,5432,Pazing by,"Indie, Early Access"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-11-12,6.99,"0 - 20,000",45,Graze Studio,Graze Studio
4797,5433,Woody chopper,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-08-16,0.99,"0 - 20,000",14,Fishhead Games,Fishhead
4798,5434,Realityminds,"Fr, RPG"," Single-player, Steam Cloud, Family Sharing",2021-08-30,12.99,"20,000 - 50,000",176,Yutaro Tsuyuki,Gotcha Gotcha Games
4799,5435,Box cat bash,"Action, Indie"," Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play on TV, Family Sharing",2021-06-03,0.99,"0 - 20,000",24,Rusty Moyher,Wild Rooster
4800,5436,Queer and chill,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-06-16,4.99,"0 - 20,000",57,Team Spicy Bubble,Team Spicy Bubble
4801,5437,Rounded hills,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-04-05,0.99,"0 - 20,000",17,Pixel Club,Pixel Club
4802,5438,Ambidextrous psychopath,"Casual, Indie"," Single-player, Family Sharing",2021-06-28,0.99,"0 - 20,000",16,Rylan Yancey,Rylan Yancey
4803,5439,Duelist,"Indie, Early Access"," Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",2021-07-19,2.99,"0 - 20,000",18,Nexcore Studios,Nexcore Studios
4804,5440,Glasssmash 2,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-08-27,5.49,"0 - 20,000",24,Anvate Games,Anvate Games
4805,5441,Little dog bob,"Indie, Racing"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-08-26,4.99,"0 - 20,000",34,Simon Eltz,Simon Eltz
4806,5442,Thermonuclear,"Indie, Strategy"," Single-player, Family Sharing",2021-11-11,7.99,"20,000 - 50,000",187,Apushev Vitaly,Meridian4
4807,5443,Devoul- curse of the soulless,"Indie, RPG"," Single-player, Partial Controller Support, Family Sharing",2021-06-04,4.99,"0 - 20,000",81,Sweeping Avalanche Creations,Sweeping Avalanche Creations
4808,5444,Vizzle,"Indie, Strategy"," Single-player, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",2021-08-12,1.99,"0 - 20,000",22,Code Studio,Code Studio
4809,5445,You can't finish,"Adventure, Indie"," Single-player, Family Sharing",2021-07-22,1.99,"0 - 20,000",9,Ilmir Nasertdinov,Ilmir Nasertdinov
4810,5446,Junebug vs. evil,"Indie, Early Access"," Single-player, Partial Controller Support, Family Sharing",2021-07-13,9.99,"0 - 20,000",37,Eldritch Heart Studio,Eldritch Heart Studio
4811,5447,Ki11er clutter,"Casual, Indie"," Single-player, Family Sharing",2021-08-24,9.99,"0 - 20,000",37,Puzzles by Joe,Grey Alien Games
4812,5448,Bloopy & droopy,"Adventure, Indie"," Single-player, Full controller support, Family Sharing",2021-09-09,4.99,"0 - 20,000",30,DreamVeloper Studio,DreamVeloper Studio
4813,5449,City legends: the curse of the crimson shadow collector's edition,"Adventure, Casual"," Single-player, Family Sharing",2021-09-21,6.99,"0 - 20,000",67,DominiGames,DominiGames
4814,5451,日记簿,"Strategy, Early Access"," Single-player, Family Sharing",2021-10-20,0.99,"0 - 20,000",60,白猫技研 MDGames,白猫技研 MDGames
4815,5452,Soul climb,"Adventure, Indie"," Single-player, Full controller support, Family Sharing",2021-11-01,2.99,"0 - 20,000",24,Victor Gabler,Gabler Games
4816,5453,Retox,"Indie, Early Access"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-11-10,11.99,"0 - 20,000",50,Dopamine Games,Dopamine Games
4817,5454,Arrows,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-11-30,0.99,"20,000 - 50,000",18,Elton Silva,Umbrella Games Studio
4818,5455,Minesweeper ng,"Casual, Indie"," Single-player, Family Sharing",2021-11-30,4.99,"0 - 20,000",19,Oliver Jucknath,JUBECO
4819,5456,Space balls,"Indie, Simulation"," Single-player, Steam Achievements, Family Sharing",2021-12-15,1.99,"0 - 20,000",19,Gabriel Jacintho Bertasso,Gabriel Jacintho Bertasso
4820,5457,Chair spinning simulator,"Casual, Indie"," Single-player, Family Sharing",2021-12-24,1.99,"0 - 20,000",23,This is the Glasshouse,Steventus Games
4821,5458,Stones of harlath,"Indie, RPG"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-08-19,9.99,"20,000 - 50,000",366,Garage Collective LLC,Garage Collective LLC
4822,5459,Our hero! two,"Indie, RPG"," Single-player, Family Sharing",2021-10-29,3.99,"50,000 - 100,000",28,"""Stes Project""","""Stes Project"""
4823,5460,Misery street,"Indie, RPG"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-08-06,5.99,"0 - 20,000",65,Aleksandar Đuričić,Aleksandar Đuričić
4824,5461,Death ski,"Simulation, Sports"," Single-player, Full controller support, Family Sharing",2021-01-05,3.99,"0 - 20,000",52,Fortcullis Games,Fortcullis Games
4825,5462,The worst game ever,"Indie, Sports"," Single-player, Steam Achievements, Family Sharing",2021-01-01,0.99,"20,000 - 50,000",22,Sleepy Sheep,Sleepy Sheep
4826,5463,Hieroglyph: prologue,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-01-04,1.99,"20,000 - 50,000",36,Manti-Core,Manti-Core
4827,5464,Citizens unite!: earth x space,"Simulation, Strategy"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-01-27,29.99,"0 - 20,000",259,Eden Industries,KEMCO
4828,5465,Cannon lab 13,"Simulation, Sports"," Single-player, Steam Achievements, Family Sharing",2021-01-20,0.99,"50,000 - 100,000",34,AvvaNextGen,AvvaNextGen
4829,5466,Eia : a short story,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-01-21,5.99,"0 - 20,000",70,olivecrow,HIKE Inc.
4830,5467,Final winter,"Indie, RPG"," Single-player, Steam Achievements, Family Sharing",2021-02-03,3.99,"0 - 20,000",142,Space Heater Games,Space Heater Games
4831,5468,Cellar | roguelike + quest,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-02-10,9.99,"20,000 - 50,000",45,Pavel Divnenko,Pavel Divnenko
4832,5469,Hisato no saku,"RPG, Simulation"," Single-player, Family Sharing",2021-09-17,4.99,"0 - 20,000",89,Binary Solo,Binary Solo
4833,5470,Welcome to... chichester 2 - part ii : no extra regrets for the future,"Casual, Indie"," Single-player, Steam Achievements, Captions available, Steam Cloud, Family Sharing",2021-09-30,7.49,"0 - 20,000",52,Triority Interactive Novels,Triority Interactive Novels
