Name,Genre,Category,Release_Date,Price (in $),Followers,Developers,Publishers,Ownership_Midpoint
Astrodition,"Adventure, Indie"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Stats, Family Sharing",2021-06-25,8.99,184,Astrodition Development,Astrodition Development,35000.0
Cyberwinter,"Indie, Strategy"," Single-player, Family Sharing",2021-06-23,4.99,143,Panda Pasha Games,Panda Pasha Games,10000.0
Cave explorers,"Adventure, Indie"," Single-player, Steam Achievements, Family Sharing",2021-10-08,9.99,42,MarkV,MarkV,10000.0
Draginsanity,"Indie, in Early Access"," Single-player, Partial Controller Support, Family Sharing",,5.99,19,Gerd Mömken,Gerd Mömken,10000.0
Eggineer,"Fr, Simulation"," Single-player, Family Sharing",2021-02-25,2.99,65,AquaStudios,AquaStudios,10000.0
Joy the pug,"Casual, Indie"," Single-player, Family Sharing",2021-02-19,0.99,23,Charon Games,Charon Games,10000.0
Archons of doom,"Fr, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-11-30,11.99,78,Third Impression,Third Impression,10000.0
Gestaltor,"Fr, Design & Illustration", ,2021-01-03,6.0,144,UX3D GmbH,UX3D GmbH,10000.0
Block destruction,"Fr, Simulation"," Single-player, Family Sharing",2021-01-07,2.99,27,CrazySim,CrazyDistributive,10000.0
Aim: warmup,"Indie, Sports"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Family Sharing",2021-01-07,0.99,37,Gamegarden,Gamegarden,35000.0
The alpha 001,"Massively Multiplayer, RPG"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",2021-01-18,2.99,89,ZettaZed,ZettaZed,10000.0
Children's jigsaw puzzles,"Indie, Simulation"," Single-player, Family Sharing",2021-01-10,3.99,28,Boogygames Studios,Boogygames Studios,10000.0
Eliminate drips - 消灭水滴,"Indie, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-01-06,0.99,17,Enjoy Play,Enjoy Play,10000.0
Wirtschaftswoche virtual reality,"Fr, Simulation"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-01-13,4.99,84,HSD-MiReVi,Handelsblatt GmbH – ein Unternehmen der Handelsblatt Media Group GmbH & Co. KG,10000.0
Minforiga,"Indie, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-01-21,0.9,17,Ned Yonkers,Ned Yonkers,10000.0
Marble ball racing,"Indie, Racing"," Single-player, Family Sharing",2021-01-21,14.99,31,cosineman,cosineman,10000.0
Freed soft,"Strategy, Early Access"," Single-player, Family Sharing",2021-04-18,9.99,132,RDU Game IT company,RDU Game IT company,10000.0
Boring in paradise,"Indie, Racing"," Single-player, Family Sharing",2021-01-10,0.99,13,Timofei Usikov,cd-doma production,10000.0
Twin horizons,"Indie, Early Access"," Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",2021-02-19,14.99,16,Exploding Cable Productions,Exploding Cable Productions,10000.0
Qual,"Indie, RPG"," Single-player, Steam Achievements, Family Sharing",2021-06-14,3.99,18,Just Making Games,Just Making Games,10000.0
Nonestory p1,"Indie, RPG"," Single-player, Family Sharing",2021-02-15,1.99,22,anotherGD,anotherCompany,10000.0
Dodge dancer,"Casual, Indie"," Single-player, Steam Achievements, Partial Controller Support, Stats, Family Sharing",2021-02-15,1.99,19,Crooked Snout Games,Crooked Snout Games,10000.0
The bits that saved the galaxy,"Adventure, Indie"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play on TV, Remote Play Together, Family Sharing",2021-04-30,4.99,26,James C Gray,James C Gray,10000.0
Build em' faster,"Fr, Action"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing",2021-06-07,5.99,21,CrooLab,CrooLab,10000.0
Liars village,"Simulation, Strategy"," Multi-player, PvP, Online PvP, Stats, Family Sharing",2021-04-13,2.99,128,Leonard Jouen,Leonard Jouen,10000.0
Romeo must live,"Casual, Indie"," Single-player, Family Sharing",2021-03-08,6.99,186,Little Black Book Entertainment,Little Black Book Entertainment,10000.0
回纹集换卡牌tcg,"Indie, Strategy"," Single-player, Family Sharing",2021-03-02,0.99,41,都要恰饭的,都要恰饭的,10000.0
Tiani,"Indie, RPG"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-03-06,5.99,40,Ken Langella,Ken Langella,10000.0
The midnight eater,"Fr, Action"," Single-player, Family Sharing",2021-03-05,2.99,46,SSBy Studios,SSBy Studios,10000.0
Occultism limbo: the ritual of little nightmares,"RPG, Simulation"," Single-player, Family Sharing",2021-03-10,4.99,53,Trigger the Monster,Cooking and Publishing,10000.0
Weatherworn: the adventure of pap & pup,"Indie, RPG"," Single-player, Family Sharing",2021-09-24,9.99,47,Jeremy Waltman,KINGSWORDS,10000.0
Trapped,"Indie, Strategy"," Single-player, Family Sharing",2021-03-15,0.99,15,Cptn_troll,Cptn_troll,10000.0
Multidimensional 4-in-a-row,"Fr, Strategy"," Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Family Sharing",2021-04-04,4.99,15,LolBozo,BozoCorp,10000.0
One try tower,"Indie, in Early Access"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",,0.99,23,Bilzivar,The Overall Angle,10000.0
Godkiller,"Adventure, Indie"," Single-player, Family Sharing",2021-08-01,2.99,32,Oung Oung,Oung Oung ,10000.0
Triple dungeon,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing",2021-03-22,5.0,15,bankbank,Wainstop James,10000.0
Crazy christmas,"Fr, Racing"," Single-player, Partial Controller Support, Family Sharing",2021-03-23,2.0,18,Anemona Games,Anemona Games,35000.0
Race project,"Racing, Early Access"," Multi-player, PvP, Online PvP, LAN PvP, Steam Workshop, Includes level editor, Family Sharing",2021-06-26,3.99,41,Bearded Monkeys,Bearded Monkeys,10000.0
Safari zone,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-04-09,4.99,60,Tiger Collins,Tiger Collins,10000.0
Rhythmslinger,"Fr, Action"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-07-26,8.99,17,"""Jacobs Juicy Games Co.""","""Jacobs Juicy Games Co.""",10000.0
Gladiator of sparta,"Indie, Strategy"," Single-player, Full controller support, Remote Play Together, Family Sharing",2021-10-11,4.99,73,LFR games,LFR games,35000.0
Archie,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-11-24,1.99,16,Ural Hedgehog,Ural Hedgehog,10000.0
Magical girl creator,"Fr, Casual"," Single-player, Family Sharing",2021-10-15,9.99,96,Sonya Fung,CloudNovel LLC,10000.0
Galactic refugees,"Action, Indie"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-06-01,3.99,18,Easy Peazy Games,Easy Peazy Games,10000.0
Memento vivere,"Indie, RPG"," Single-player, Partial Controller Support, Family Sharing",2021-04-08,6.99,80,Valkyria Games,Valkyria Games,35000.0
Paid trade,"Fr, Casual"," Single-player, Family Sharing",2021-03-29,0.99,10,Jonas Tag,Jonas Tag,10000.0
Void's blight,"Casual, Indie"," Single-player, Family Sharing",2021-04-30,0.99,25,CrashedReality,CrashedReality,10000.0
恶搞赛车 湿身吧！ splash to wild kids,"Simulation, Early Access"," Single-player, Family Sharing",2021-08-10,1.99,69,Super funny game,Super funny game,10000.0
Destroy the dummies,"Action, Indie"," Single-player, Family Sharing",2021-04-26,4.99,14,Nathan Montgomery,Nathan Montgomery,10000.0
Path of insanity,"Indie, Strategy"," Single-player, Multi-player, PvP, Online PvP, Stats, Steam Leaderboards, Family Sharing",2021-04-14,2.99,18,Scribblar,Chair Studios,10000.0
Sea battle: annihilation,"Fr, Casual"," Single-player, Family Sharing",2021-04-05,1.99,22,LaxieStudios,LaxieStudios,10000.0
Super hunchback,"Action, Adventure"," Single-player, Partial Controller Support, Family Sharing",2021-06-02,2.79,55,Piko Interactive LLC,Bleem!,10000.0
The king of warriors : battle in the three kingdoms,"Action, Indie"," Single-player, In-App Purchases, Family Sharing",2021-10-07,14.99,44,UnieWare,UnieWare,10000.0
深渊,"RPG, Strategy"," Single-player, Family Sharing",2021-08-25,1.99,37,青灯独酌,青灯独酌,10000.0
The witch eye,"Casual, Indie"," Single-player, Family Sharing",2021-07-21,9.99,33,Kartikay Rathi,Kartikay Rathi,35000.0
Route me mail and delivery co,"Simulation, Strategy"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-08-18,7.99,33,Elushis,Elushis Music & Gaming,10000.0
Abandoned croxon mansion,"Casual, Indie"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-07-16,3.99,42,Anamik Majumdar,Anamik Majumdar,10000.0
Space battle svf,"Action, Indie"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-09-10,0.9,44,Sonic-Alpha,NS,35000.0
Unreal sandbox,"Fr, Casual"," Single-player, Multi-player, Co-op, Online Co-op, Family Sharing",2021-08-17,0.99,49,Blockout22,Blockout22,10000.0
Lake of shadows,"Indie, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-08-25,2.99,53,Justin Admaja,Justin Admaja,10000.0
Mars quest,"Casual, Indie"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Family Sharing",2021-05-27,1.99,67,JRC,JRC,35000.0
Tank battle royale,"Massively Multiplayer, Strategy"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Stats, Steam Leaderboards, Family Sharing",2021-11-17,24.99,24,BlackEye Studios,BlackEye Studios,10000.0
Empower,"Simulation, Early Access"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Tracked Controller Support, VR Supported, Family Sharing",2021-05-31,17.99,46,DespoDev,DespoDev,35000.0
Project hacker,"Indie, Strategy"," Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",2021-05-27,8.99,46,HecThoor Entertainment,HecThoor Entertainment,10000.0
Universe prison,"Indie, RPG"," Single-player, Partial Controller Support, Family Sharing",2021-05-07,9.99,51,Lilyplex,Lilyplex,10000.0
Small town terrors: galdor's bluff collector's edition,"Adventure, Casual"," Single-player, Family Sharing",2021-04-22,7.99,49,Gunnar Games,Gunnar Games,10000.0
Popop!,"Simulation, Strategy"," Single-player, Partial Controller Support, Family Sharing",2021-04-03,0.99,13,Ammonite Design Studios Ltd,Ammonite Design Studios Ltd,10000.0
Replicators defence,"Action, Indie"," Single-player, Steam Achievements, Family Sharing",2021-07-14,0.99,17,v645,v645 Games,35000.0
Reconnect,"Casual, Indie"," Single-player, Family Sharing",2021-04-05,1.99,47,HFOTA,HFOTA,10000.0
Cosmica,"Strategy, Early Access"," Single-player, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Family Sharing",2021-04-30,6.99,59,NeuroJump,NeuroJump,10000.0
Atoll,"Indie, Simulation"," Single-player, Full controller support, Family Sharing",2021-11-16,1.99,37,Tribunal Interactive,Tribunal Interactive,10000.0
Gang of paws,"Indie, Strategy"," Single-player, Full controller support",2021-07-19,4.99,63,Arkuni,Arkuni,10000.0
Manual intervention vr,"Casual, Indie"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",2021-07-05,2.99,19,Spannerworx,Spannerworx,10000.0
Surgeball,"Sports, Early Access"," Multi-player, PvP, Online PvP, Family Sharing",2021-05-22,0.99,50,Mike Farrant,Mike Farrant,10000.0
Blue rabbit,"Adventure, Indie"," Single-player, Steam Achievements, Family Sharing",2021-06-07,4.99,138,J.P. van Osta,Coughing Dragon,10000.0
Saving ghost,"Casual, Indie"," Single-player, Family Sharing",2021-07-31,0.99,8,OOPs.K,OOPs.K,10000.0
Bizarre mutation world,"Fr, Indie"," Single-player, Family Sharing",2021-07-30,0.99,11,Cláudia Azevedo,Cláudia Azevedo,10000.0
Monkey tantrum,"Casual, Indie"," Single-player, Family Sharing",2021-08-13,9.99,11,Adato Games,Adato Games,10000.0
Kana!kana?,"Fr, Casual"," Single-player, Family Sharing",2021-07-30,2.99,87,花果山勇士神选OFFICIAL,花果山勇士神选OFFICIAL,10000.0
Blood labs,"Fr, Action"," Single-player, Family Sharing",2021-07-13,0.99,11,Dean Ford,Dean Ford,10000.0
Hidden expedition: a king's line collector's edition,"Adventure, Casual"," Single-player, Family Sharing",2021-06-25,9.99,51,Domini Games,Big Fish Games,35000.0
Calmed by the dark leviathan,"Adventure, RPG"," Single-player, Family Sharing",2021-11-29,9.99,45,Calmed by the Dark Games,Calmed by the Dark Games,10000.0
Iselin saga,"Casual, Indie"," Single-player, Family Sharing",2021-07-14,6.99,30,Seven Sails Games,Seven Sails Games,10000.0
Landcombat:ren,"Strategy, Early Access"," Single-player, Family Sharing",2021-12-31,7.99,88,Banada,Banada,10000.0
Chibi girl vs evil zombie dead,"Casual, Indie"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-12-15,3.99,32,Glue_BQ,Glue_BQ,10000.0
One fateful night,"Adventure, Indie"," Single-player, Family Sharing",2021-09-20,4.99,30,Chaotic Vector Studios LLC,Chaotic Vector Studios LLC,10000.0
Nilia,"RPG, Strategy"," Single-player, Family Sharing",2021-09-12,4.99,52,4 Hats,4 Hats,35000.0
Ruin,"Simulation, Early Access"," Single-player, Steam Achievements, Stats, Family Sharing",2021-10-29,7.99,54,Blue Ink Games,Blue Ink Games,75000.0
Campfire tales,"Indie, RPG"," Single-player, Partial Controller Support, Family Sharing",2021-10-28,3.99,45,Mow Mow,Mow Mow,10000.0
Almazy,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-09-21,4.99,21,Ivelle Games,Ivelle Games,10000.0
Fill and cross trick or treat 3,"Fr, Casual"," Single-player, Family Sharing",2021-09-12,4.99,17,Creobit,8floor,10000.0
Knight&princess,"Action, Adventure"," Single-player, Steam Achievements, Family Sharing",2021-11-26,0.99,17,Superon,Superon,10000.0
Asdivine saga,"RPG, Strategy"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-09-29,14.99,295,Exe Create Inc.,KEMCO,35000.0
Eyes of the night,"Fr, Indie"," Single-player, Tracked Controller Support, VR Supported, Family Sharing",2021-09-28,2.99,22,Lama glama Game Company,Lama glama Game Company,10000.0
Halloween trouble 3: match 3 puzzle,"Fr, Casual"," Single-player, Steam Achievements, Family Sharing",2021-10-07,8.99,18,Ironcode Gaming,Ironcode Gaming,10000.0
Poly puzzle: furries 2,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud",2021-10-01,1.99,33,"""Cute Hannahs Games""","""Cute Hannahs Games""",10000.0
Eco park,"Fr, Strategy"," Single-player, Family Sharing",2021-10-29,0.99,55,LunaBrod,LunaBrod,10000.0
Last genesis,"Indie, RPG"," Single-player, Partial Controller Support, Family Sharing",2021-10-08,4.99,37,Reno GT Young,Reno GT Young,35000.0
"Dance like a butterfly, shot like a bee!","Fr, Indie"," Single-player, Family Sharing",2021-10-08,0.99,13,"""MIYAs GAME""",MIYA,10000.0
The dawning,"Indie, Strategy"," Single-player, Partial Controller Support, Family Sharing",2021-11-24,4.99,30,Beau Yotka,Yotka Games LLC,35000.0
Linevox 2: forward to the past,"Massively Multiplayer, Racing"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing",2021-10-05,0.99,28,Piece Of Voxel,Piece Of Voxel,75000.0
Battle chess 4000,"Fr, Strategy"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing",2021-10-13,9.99,136,Interplay Entertainment Corp.,Interplay Entertainment Corp.,10000.0
Redship,"Fr, Indie"," Single-player, Family Sharing",2021-10-13,4.99,29,Dry Duck LLC,Dry Duck LLC,10000.0
Camelot: wrath of the green knight,"Adventure, Casual"," Single-player, Steam Achievements, Family Sharing",2021-10-20,12.99,66,Wonderland,Tall Tale Games Ltd,10000.0
Sokoramp,"Casual, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-10-29,1.99,20,Rare Toad Studio,Rare Toad Studio,10000.0
Maze mania: the ultimate 3d maze game,"Strategy, in Early Access"," Single-player, Family Sharing",,2.99,16,Space Sheep Gaming Ltd,Space Sheep Gaming Ltd,10000.0
Christmas slots - casino game,"Simulation, Strategy"," Single-player, Family Sharing",2021-10-19,1.99,27,Boogygames Studios,Boogygames Studios,35000.0
Unstrong: space calamity,"Adventure, Indie"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-12-07,4.99,57,origamihero games,origamihero games,10000.0
Vacation adventures: cruise director 4,"Casual, Indie"," Single-player, Family Sharing",2021-11-04,6.99,20,Casual Arts,Casual Arts,10000.0
Puzzle art: horses,"Fr, Indie"," Single-player, Steam Achievements, Family Sharing",2021-10-26,1.99,18,My Label Game Studio,My Label Game Studio,10000.0
Break robots vr,"Indie, RPG"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-10-26,15.99,45,YOHCAN Co.,Ltd.,10000.0
Bomb sweeper - mine finder,"Adventure, Casual"," Single-player, Steam Leaderboards, Family Sharing",2021-10-27,0.99,11,Ozan SEN,Ozan SEN,10000.0
2048 royal cards,"Indie, Strategy"," Single-player, Family Sharing",2021-12-09,2.99,20,Mr.Davudov,Mr.Davudov,10000.0
Dragon kingdom,"Indie, Simulation"," Single-player, Family Sharing",2021-10-29,4.99,57,Dark Royalty Studios,Dark Royalty Studios,10000.0
Chronicles of deeps,"Action, Adventure"," Single-player, Family Sharing",2021-11-17,9.99,100,Gameliner,Gameliner,150000.0
Faster than possible,"Indie, Strategy"," Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",2021-11-05,1.99,24,Tegridy Made Games,Tegridy Made Games,10000.0
Dark effigy,"Fr, Indie"," Single-player, Family Sharing",2021-11-07,1.99,19,daGusto,daGusto,10000.0
